Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Samsung,2020,Android,192 גרם,Galaxy A21s,סמארטפון,מסך מגע,4GB,2000 2000 MHz,4,6.5 אינטש,4 + 4 ליבות,720x1600‏ פיקסלים,270 ppi,לא זמין,"PLS IPS, PLS LCD",לא זמין,לא זמין,microSDXC,13‏ מגה פיקסל,48 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,599,797,כולל,5.0,"5,000 mAh",8
OnePlus,2020,Android,180 גרם,OnePlus 8,סמארטפון,מסך מגע,12GB,2840 2420 1800 MHz,4,6.55 אינטש,2 + 2,1080x2400‏ פיקסלים,402 ppi,90 Hz,Fluid AMOLED,IP68,לא זמין,ללא,16‏ מגה פיקסל,48 + 16 + 2 גה פיקסל,כולל,כולל,1990,2800,כולל,5.1,"4,300 mAh",8
Xiaomi,2021,Android,157 גרם,Mi 11,סמארטפון,מסך מגע,6GB,2300 1800 MHz,4,6.55 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,402 ppi,90 Hz,AMOLED,ללא,לא זמין,microSDXC,16‏ מגה פיקסל,64 + 8 + 5 מגה פיקסל,כולל,כולל,1058,1559,אופציונאלי,5.1,"4,250 mAh",8
Xiaomi,2020,Android,209 גרם,Redmi Note 9,סמארטפון,מסך מגע,6GB,2300 1800 MHz,4,6.67 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,395 ppi,לא זמין,"IPS, IPS LCD",ללא,לא זמין,Micro SD/T-Flash,16‏ מגה פיקסל,64 + 8 + 5 + 2 מגה פיקסל,כולל,כולל,879,939,כולל,5.0,"5,020 mAh",8
Apple,2017,iOS,202 גרם,iPhone 8 Plus,סמארטפון,3D Touch,3GB,לא זמין,4,5.5 אינטש,10 ליבות,1080x1920‏ פיקסלים,401 ppi,לא זמין,IPS,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,1278,2080,כולל,5.0,"2,691 mAh",8
Samsung,2021,Android,184 גרם,Galaxy A32,סמארטפון,מסך מגע,6GB,1800 2000 MHz,4,6.4 אינטש,לא זמין,1080x2400‏ פיקסלים,411 ppi,90 Hz,Super AMOLED,לא זמין,לא זמין,microSDXC,20‏ מגה פיקסל,64 + 8 + 5 + 5 מגה פיקסל,כולל,כולל,890,999,כולל,5.0,"5,000 mAh",8
Nokia,2015,לא זמין,91.8 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,2.8 אינטש,לא זמין,240x320‏ פיקסלים,143 ppi,לא זמין,TFT,לא זמין,לא זמין,microSDHC,2‏ מגה פיקסל,2 מגה פיקסל,לא זמין,לא כולל,288,288,ללא,3.0,"1,200 mAh",8
Xiaomi,2021,Android,181 גרם,לא זמין,סמארטפון,מסך מגע,4GB,1800 2000 MHz,4,6.5 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,405 ppi,90 Hz,LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,50 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,749,849,לא זמין,5.1,"5,000 mAh",8
לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,299,299,לא זמין,לא זמין,לא זמין,9
Xiaomi,2020,Android,204 גרם,Mi Note 10,סמארטפון,מסך מגע,6GB,2200 1800 MHz,5,6.47 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,398 ppi,לא זמין,AMOLED,ללא,לא זמין,ללא,16‏ מגה פיקסל,64 + 8 + 5 + 2 מגה פיקסל,כולל,כולל,943,1450,כולל,5.0,"4,160 mAh",9
Apple,2019,iOS,188 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,5.8 אינטש,2 + 4 ליבות,1125x2436‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,2290,3000,כולל,5.0,"3,046 mAh",9
Samsung,2018,Android,163 גרם,Galaxy S9,סמארטפון,מסך מגע,4GB,2800 1700 MHz,4,5.8 אינטש,4 + 4 ליבות,1440x2960‏ פיקסלים,570 ppi,לא זמין,Super AMOLED,IP68,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,999,999,כולל,5.0,"3,000 mAh",9
Nokia,2007,לא זמין,71 גרם,לא זמין,טלפון רגיל,מקשי ספרות,לא זמין,לא זמין,2,2 אינטש,לא זמין,לא זמין,190 ppi,לא זמין,TFT,לא זמין,לא זמין,Micro SD/T-Flash,לא כולל‏ מגה פיקסל,2 מגה פיקסל,לא זמין,לא כולל,299,299,לא זמין,לא כולל,860 mAh,9
Xiaomi,2017,Android,לא זמין,Mi,סמארטפון,מסך מגע,4GB,2000 MHz,4,6.44 אינטש,8 ליבות,1080x1920‏ פיקסלים,לא זמין,לא זמין,לא זמין,ללא,זהב,Micro SD/T-Flash,5‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,690,796,כולל,4.2,לא זמין,9
Xiaomi,2021,Android,199 גרם,Redmi Note 9T,סמארטפון,מסך מגע,4GB,2400 2000 MHz,5,6.53 אינטש,2 + 6 ליבות,1080x2340‏ פיקסלים,395 ppi,90 Hz,"IPS, IPS LCD",ללא,לא זמין,Micro SD/T-Flash,13‏ מגה פיקסל,48 + 2 + 2 מגה פיקסל,כולל,כולל,538,999,כולל,כולל,"5,000 mAh",9
Samsung,2021,Android,186 גרם,לא זמין,סמארטפון,מסך מגע,4GB,1800 2000 MHz,4,6.4 אינטש,לא זמין,720x1600‏ פיקסלים,לא זמין,90 Hz,Super AMOLED,לא זמין,שחור,microSDXC,13‏ מגה פיקסל,48 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,710,819,ללא,5.0,"5,000 mAh",9
Xiaomi,2021,Android,198 גרם,9T,סמארטפון,מסך מגע,4GB,2000 1800 MHz,4,6.53 אינטש,8 ליבות,2340x1080‏ פיקסלים,395 ppi,60 Hz,IPS,ללא,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,48 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,580,799,אופציונאלי,5.0,"6,000 mAh",9
לא זמין,לא זמין,Android,177 גרם,לא זמין,סמארטפון,מסך מגע,6GB,לא זמין,4,6.7 אינטש,4 + 4 ליבות,לא זמין,391 ppi,90 Hz,IPS LCD,לא זמין,לא זמין,ללא,16‏ מגה פיקסל,לא זמין,כולל,כולל,1014,1014,אופציונאלי,5.0,"4,000 mAh",9
Xiaomi,לא זמין,Android,205 גרם,לא זמין,סמארטפון,מסך מגע,6GB,לא זמין,4,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,לא זמין,כולל,כולל,1049,1199,אופציונאלי,5.1,"5,000 mAh",9
EasyPhone,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,150,249,לא זמין,לא זמין,לא זמין,9
Xiaomi,2020,Android,215 גרם,Mi 10T,סמארטפון,מסך מגע,6GB,2200 1800 MHz,5,6.67 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,395 ppi,לא זמין,IPS,ללא,לא זמין,Micro SD/T-Flash,16‏ מגה פיקסל,64 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,1299,1299,כולל,כולל,"4,820 mAh",9
Google,2019,Android,193 גרם,Pixel 4,סמארטפון,מסך מגע,6GB,2840 2420 1780 MHz,4,6.3 אינטש,1+3+4,1440x3040‏ פיקסלים,537 ppi,לא זמין,P-OLED,IP68,לא זמין,ללא,8‏ מגה פיקסל,12.2 + 16 מגה פיקסל,ללא,כולל,1579,1999,כולל,5.0,"3,700 mAh",9
Nokia,2018,Android,180 גרם,לא זמין,סמארטפון,מסך מגע,4GB,2200 1700 MHz,4,לא זמין,2 + 6 ליבות,1080x2280‏ פיקסלים,408 ppi,לא זמין,לא זמין,ללא,לא זמין,Micro SD/T-Flash,20‏ מגה פיקסל,12 + 13 מגה פיקסל,כולל,כולל,99,899,כולל,5.0,"3,500 mAh",9
Samsung,2018,Android,201 גרם,Galaxy Note 9,סמארטפון,מסך מגע,8GB,2700 1800 MHz,4,6.4 אינטש,4 + 4 ליבות,1440x2960‏ פיקסלים,516 ppi,לא זמין,Super AMOLED,IP68,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,2684,2684,כולל,5.0,"4,000 mAh",9
Xiaomi,2021,Android,190 גרם,Poco M3 Pro,סמארטפון,מסך מגע,4GB,2000 2200 MHz,4,6.5 אינטש,2 + 6 ליבות,1080x2400‏ פיקסלים,405 ppi,90 Hz,IPS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,48 + 2 + 2 מגה פיקסל,כולל,כולל,790,1790,כולל,5.1,"5,000 mAh",9
Xiaomi,2017,Android,לא זמין,Mi,סמארטפון,מסך מגע,4GB,2000 MHz,4,6.44 אינטש,8 ליבות,1080x1920‏ פיקסלים,לא זמין,לא זמין,לא זמין,ללא,זהב,Micro SD/T-Flash,5‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,745,745,ללא,4.2,לא זמין,9
לא זמין,לא זמין,Android,198 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,לא זמין,4 + 4 ליבות,720x1600‏ פיקסלים,לא זמין,90 Hz,IPS LCD,לא זמין,לא זמין,microSDXC,8‏ מגה פיקסל,48 + 5 + 2 + 2 מגה פיקסל,כולל,כולל,849,849,אופציונאלי,5.1,"5,000 mAh",9
Xiaomi,2021,Android,204 גרם,לא זמין,סמארטפון,מסך מגע,12GB,1800 2420 2840 MHz,4,6.67 אינטש,1+3+4,1080x2400‏ פיקסלים,395 ppi,120 Hz,AMOLED,IP53,לא זמין,ללא,16‏ מגה פיקסל,108 + 8 + 5 מגה פיקסל,כולל,כולל,2535,2535,כולל,5.2,"5,000 mAh",9
Apple,לא זמין,iOS,144 גרם,לא זמין,סמארטפון,מסך מגע,4GB,לא זמין,4,4.7 אינטש,לא זמין,750x1334‏ פיקסלים,326 ppi,לא זמין,לא זמין,IP67,לא זמין,ללא,7‏ מגה פיקסל,12 מגה פיקסל,כולל,כולל,2420,4490,כולל,5.0,לא זמין,9
Samsung,2020,Android,190 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2500 2000 MHz,5,6.5 אינטש,2+2+4,1080x2400‏ פיקסלים,407 ppi,לא זמין,Super AMOLED,IP68,לא זמין,Micro SD/T-Flash,32‏ מגה פיקסל,12 + 8 + 12 מגה פיקסל,כולל,כולל,2121,2121,כולל,5.0,"4,500 mAh",9
Nokia,2017,Android,160 גרם,8,סמארטפון,מסך מגע,4GB,1800 2500 MHz,4,5.3 אינטש,4 + 4 ליבות,1440x2560‏ פיקסלים,554 ppi,לא זמין,IPS,IP54,לא זמין,Micro SD/T-Flash,13‏ מגה פיקסל,13 + 13 מגה פיקסל,כולל,כולל,899,899,כולל,5.0,"3,090 mAh",9
Samsung,2020,Android,222 גרם,Galaxy S20 Ultra,סמארטפון,מסך מגע,12GB,2000 2500 2730 MHz,4,6.9 אינטש,2 + 2 + 4 ליבות,1440x3200‏ פיקסלים,511 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,microSDXC,40‏ מגה פיקסל,108 + 48 + 12 מגה פיקסל,כולל,כולל,2199,2589,כולל,5.0,"5,000 mAh",9
Samsung,2021,Android,189 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.5 אינטש,4 + 4 ליבות,1080x2400‏ פיקסלים,405 ppi,120 Hz,Super AMOLED,IP67,לא זמין,microSDXC,32‏ מגה פיקסל,64 + 12 + 5 + 5 מגה פיקסל,כולל,כולל,1499,1499,כולל,5.0,"4,500 mAh",9
Google,2018,Android,184 גרם,Pixel 3 XL,סמארטפון,מסך מגע,4GB,2500 1600 MHz,4,6.3 אינטש,4 + 4 ליבות,1440x2960‏ פיקסלים,523 ppi,לא זמין,P-OLED,IP68,לא זמין,ללא,8 + 8‏ מגה פיקסל,12.2 מגה פיקסל,כולל,כולל,1100,1535,כולל,5.0,"3,430 mAh",9
Samsung,2018,Android,189 גרם,Galaxy S9 Plus,סמארטפון,מסך מגע,6GB,2800 1700 MHz,4,6.2 אינטש,4 + 4 ליבות,1440x2960‏ פיקסלים,529 ppi,לא זמין,Super AMOLED,IP68,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,2672,2810,כולל,5.0,"3,500 mAh",9
OPPO,לא זמין,Android,179 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,5,6.4 אינטש,לא זמין,1080x2400‏ פיקסלים,411 ppi,90 Hz,AMOLED,לא זמין,לא זמין,ללא,32‏ מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,1799,1799,אופציונאלי,לא זמין,"4,500 mAh",9
Samsung,2018,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,3GB,לא זמין,4,5.6 אינטש,8 ליבות,לא זמין,לא זמין,לא זמין,Super AMOLED,ללא,לא זמין,Micro SD/T-Flash,8‏ מגה פיקסל,13 מגה פיקסל,כולל,כולל,495,850,ללא,4.2,"3,000 mAh",9
לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,1090,1090,לא זמין,לא זמין,לא זמין,9
Huawei,2019,Android,לא זמין,P30,סמארטפון,מסך מגע,6GB,2600 1920 1800 MHz,4,6.1 אינטש,2+2+4,1080x2340‏ פיקסלים,422 ppi,לא זמין,AMOLED,כולל,לא זמין,ללא,24‏ מגה פיקסל,40 + 20 + 8 מגה פיקסל,כולל,כולל,1990,1990,כולל,5.0,לא זמין,9
Samsung,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,7.6 אינטש,לא זמין,לא זמין,373 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,לא זמין,ללא,4‏ מגה פיקסל,לא זמין,כולל,כולל,5799,6439,כולל,5.2,"4,400 mAh",9
Samsung,2017,Android,191 גרם,Galaxy A8 Plus,סמארטפון,מסך מגע,4GB,לא זמין,4,6 אינטש,2 + 6 ליבות,1080x2220‏ פיקסלים,411 ppi,לא זמין,Super AMOLED,IP68,לא זמין,Micro SD/T-Flash,8 + 16‏ מגה פיקסל,16 מגה פיקסל,כולל,כולל,1499,1499,כולל,5.0,"3,500 mAh",9
Samsung,2020,Android,163 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2600 2000 MHz,4,6.2 אינטש,2+2+4,1440x3200‏ פיקסלים,563 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,1420,2099,כולל,5.0,"4,000 mAh",9
Apple,2019,iOS,188 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,5.8 אינטש,2 + 4 ליבות,1125x2436‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,2790,3999,כולל,5.0,"3,046 mAh",9
לא זמין,לא זמין,Android,209 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,4,6.81 אינטש,לא זמין,לא זמין,460 ppi,120 Hz,לא זמין,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,3449,3449,כולל,5.2,"4,600 mAh",9
Samsung,2021,Android,227 גרם,Galaxy S21,סמארטפון,מסך מגע,16GB,2900 2800 2200 MHz,5,6.8 אינטש,1+3+4,1440x3200‏ פיקסלים,515 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,Micro SD/T-Flash,40‏ מגה פיקסל,108 + 10 + 10 + 12 מגה פיקסל,כולל,כולל,3790,3790,כולל,5.0,"5,000 mAh",9
Google,2018,Android,184 גרם,Pixel 3 XL,סמארטפון,מסך מגע,4GB,2500 1600 MHz,4,6.3 אינטש,4 + 4 ליבות,1440x2960‏ פיקסלים,523 ppi,לא זמין,P-OLED,IP68,לא זמין,ללא,8 + 8‏ מגה פיקסל,12.2 מגה פיקסל,כולל,כולל,1490,1490,כולל,5.0,"3,430 mAh",9
Apple,2019,iOS,226 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,6.5 אינטש,2 + 4 ליבות,1242x2688‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,2590,4801,כולל,5.0,"3,969 mAh",9
OPPO,לא זמין,Android,218 גרם,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,4,6.7 אינטש,לא זמין,1440x3216‏ פיקסלים,525 ppi,120 Hz,לא זמין,IP68,לא זמין,ללא,32‏ מגה פיקסל,לא זמין,ללא,כולל,3999,3999,כולל,5.2,"5,000 mAh",9
Xiaomi,2021,Android,202 גרם,לא זמין,סמארטפון,מסך מגע,8GB,2000 2050 MHz,4,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,לא זמין,microSDXC,16‏ מגה פיקסל,108 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,1449,1799,אופציונאלי,5.1,"5,000 mAh",9
Samsung,2019,Android,196 גרם,Galaxy Note 10,סמארטפון,מסך מגע,12GB,2730 2400 1900 MHz,5,6.8 אינטש,2+2+4,1440x3040‏ פיקסלים,498 ppi,לא זמין,Dynamic AMOLED,IP68,לא זמין,Micro SD/T-Flash,10‏ מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,2599,2599,כולל,5.0,"4,300 mAh",9
Samsung,2020,Android,282 גרם,Galaxy Z Fold2,סמארטפון,מסך מגע,12GB,3090 2420 1800 MHz,5,7.6 אינטש,1+3+4,1768x2208‏ פיקסלים,373 ppi,120 Hz,Foldable Dynamic AMOLED,ללא,לא זמין,ללא,10‏ מגה פיקסל,12 + 12 + 12 מגה פיקסל,כולל,כולל,4107,4107,כולל,5.0,"4,500 mAh",9
Apple,2021,iOS,240 גרם,iPhone 13,סמארטפון,מסך מגע,6GB,לא זמין,5,6.7 אינטש,2 + 4 ליבות,1284x2778‏ פיקסלים,458 ppi,לא זמין,Super Retina,IP68,לא זמין,ללא,12‏ מגה פיקסל,12 +12 +12 מגה פיקסל,ללא,כולל,4950,6115,כולל,5.0,לא זמין,9
Samsung,לא זמין,Android,196 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,5,6.6 אינטש,לא זמין,1080x2340‏ פיקסלים,לא זמין,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,3344,3950,אופציונאלי,לא זמין,"4,700 mAh",9
Samsung,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,5,6.8 אינטש,לא זמין,1440x3088‏ פיקסלים,לא זמין,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,4004,4950,אופציונאלי,לא זמין,"5,000 mAh",9
Samsung,לא זמין,Android,168 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,5,6.1 אינטש,לא זמין,1080x2340‏ פיקסלים,422 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,2625,3200,אופציונאלי,לא זמין,לא זמין,9
Samsung,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,512MB,לא זמין,5,6.8 אינטש,לא זמין,1440x3088‏ פיקסלים,לא זמין,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,4495,5395,אופציונאלי,לא זמין,"5,000 mAh",9
Samsung,לא זמין,Android,201 גרם,לא זמין,סמארטפון,מסך מגע,4GB,1800 2000 MHz,4,6.6 אינטש,לא זמין,לא זמין,400 ppi,לא זמין,PLS LCD,לא זמין,לא זמין,microSDXC,13‏ מגה פיקסל,לא זמין,כולל,כולל,554,790,אופציונאלי,5.1,"5,000 mAh",10
Samsung,לא זמין,Android,168 גרם,לא זמין,סמארטפון,מסך מגע,8GB,לא זמין,5,6.1 אינטש,לא זמין,1080x2340‏ פיקסלים,422 ppi,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,2947,3445,אופציונאלי,לא זמין,לא זמין,10
Xiaomi,לא זמין,Android,181 גרם,לא זמין,סמארטפון,מסך מגע,8GB,1900 2200 2400 MHz,5,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,שחור,microSDXC,16‏ מגה פיקסל,לא זמין,כולל,כולל,1187,1499,אופציונאלי,5.2,"5,000 mAh",10
Samsung,לא זמין,Android,202 גרם,לא זמין,סמארטפון,מסך מגע,8GB,2000 2400 MHz,5,6.4 אינטש,4 + 4 ליבות,1080x2340‏ פיקסלים,403 ppi,120 Hz,Super AMOLED,IP67,לא זמין,microSDXC,32‏ מגה פיקסל,לא זמין,כולל,כולל,1389,1779,אופציונאלי,לא זמין,"5,000 mAh",10
Samsung,לא זמין,Android,199 גרם,לא זמין,סמארטפון,מסך מגע,6GB,2000 2600 MHz,4,6.6 אינטש,לא זמין,1080x2340‏ פיקסלים,לא זמין,120 Hz,Super AMOLED,IP67,לא זמין,microSDXC,13‏ מגה פיקסל,48 + 8 + 5 מגה פיקסל,כולל,כולל,1103,1359,אופציונאלי,לא זמין,"5,000 mAh",10
Xiaomi,לא זמין,Android,187 גרם,לא זמין,סמארטפון,מסך מגע,8GB,2000 2600 MHz,5,6.67 אינטש,לא זמין,1080x2400‏ פיקסלים,395 ppi,120 Hz,OLED,IP53,לא זמין,ללא,16‏ מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,1349,1529,אופציונאלי,5.2,"5,000 mAh",10
Samsung,לא זמין,Android,לא זמין,לא זמין,סמארטפון,מסך מגע,12GB,לא זמין,5,6.8 אינטש,לא זמין,1440x3088‏ פיקסלים,לא זמין,120 Hz,Dynamic AMOLED 2X,IP68,לא זמין,ללא,12‏ מגה פיקסל,לא זמין,כולל,כולל,5890,6149,אופציונאלי,לא זמין,"5,000 mAh",10
Xiaomi,לא זמין,לא זמין,192 גרם,לא זמין,סמארטפון,מסך מגע,6GB,1800 2000 MHz,4,לא זמין,לא זמין,לא זמין,268 ppi,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,5‏ מגה פיקסל,לא זמין,כולל,כולל,569,719,אופציונאלי,5.1,"5,000 mAh",10
